,Binomial,Order,Family,Mass.g,Mass.Method,Mass.Source,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,AL,Source,HYP.x,LOP.x,Fully.coded,Genus,Species,Synonym,massg,HYP.y,LOP.y,FCT_HOD,FCT_AL,FCT_OL,FCT_SF,FCT_OT,FCT_CM,OO,ETH,LOPT,BUN
173,Eulemur_collaris,Primates,Lemuridae,2375,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Eulemur,collaris,NA,2375,1,0,1,1,1,0,0,0,0,0,2,0
174,Eulemur_coronatus,Primates,Lemuridae,1650,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Eulemur,coronatus,NA,1650,1,0,1,1,1,0,0,0,0,0,2,0
175,Eulemur_flavifrons,Primates,Lemuridae,1850,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",100,0,0,Imputed 000 Species,PHYLACINE 1.2.1,1,Imputed,1,0,Y,Eulemur,flavifrons,NA,1850,1,0,1,1,1,0,0,0,0,0,2,0
176,Eulemur_fulvus,Primates,Lemuridae,2500,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Eulemur,fulvus,NA,2500,1,0,1,1,1,0,0,0,0,0,2,0
177,Eulemur_macaco,Primates,Lemuridae,1900,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Eulemur,macaco,NA,1900,1,0,1,1,1,0,0,0,0,0,2,0
178,Eulemur_mongoz,Primates,Lemuridae,1350,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Eulemur,mongoz,NA,1350,1,0,1,1,1,0,0,0,0,0,2,0
179,Eulemur_rubriventer,Primates,Lemuridae,2000,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Eulemur,rubriventer,NA,2000,1,0,1,1,1,0,0,0,0,0,2,0
180,Eulemur_rufifrons,Primates,Lemuridae,1820,Reported,American Journal of Physical Anthropology 145: 55-66 (2007),100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",1,Imputed,1,0,Y,Eulemur,rufifrons,NA,1820,1,0,1,1,1,0,0,0,0,0,2,0
181,Eulemur_rufus,Primates,Lemuridae,2375,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Eulemur,rufus,NA,2375,1,0,1,1,1,0,0,0,0,0,2,0
182,Eulemur_sanfordi,Primates,Lemuridae,2250,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Eulemur,sanfordi,NA,2250,1,0,1,1,1,0,0,0,0,0,2,0
183,Gazella_bennettii,Cetartiodactyla,Bovidae,18916.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",0,"Galbrun et al., ",3,2,Y,Gazella,bennettii,NA,18916.7,3,2,1,0,1,0,0,0,1,0,0,0
184,Gazella_cuvieri,Cetartiodactyla,Bovidae,25000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Gazella,cuvieri,NA,25000,2,2,1,0,1,0,0,0,1,0,0,0
185,Gazella_dorcas,Cetartiodactyla,Bovidae,23000.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Gazella,dorcas,NA,23000.1,3,2,1,0,1,0,0,0,1,0,0,0
186,Gazella_gazella,Cetartiodactyla,Bovidae,22749.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",2,2,Y,Gazella,gazella,NA,22749.9,2,2,1,0,1,0,0,0,1,0,0,0
187,Gazella_leptoceros,Cetartiodactyla,Bovidae,22200,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Gazella,leptoceros,NA,22200,3,2,1,0,1,0,0,0,1,0,0,0
188,Gazella_marica,Cetartiodactyla,Bovidae,20200,Reported,"Wilson, D. E., et al. 2011. Handbook of the Mammals of the World: 2. Hoofed Mammals. First edition. Lynx Edicions, Barcelona.",100,0,0,Imputed 000 Species,PHYLACINE 1.2.1,0,"Oksanen et al., 2019",3,2,Y,Gazella,marica,NA,20200,3,2,1,0,1,0,0,0,1,0,0,0
189,Gazella_spekei,Cetartiodactyla,Bovidae,20000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Gazella,spekei,NA,20000,3,2,1,0,1,0,0,0,1,0,0,0
190,Gazella_subgutturosa,Cetartiodactyla,Bovidae,28500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Gazella,subgutturosa,NA,28500,3,2,1,0,1,0,0,0,1,0,0,0
191,Giraffa_camelopardalis,Cetartiodactyla,Giraffidae,899994.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,2,Y,Giraffa,camelopardalis,NA,899994.8,1,2,1,1,1,0,0,0,0,0,0,0
192,Gorilla_beringei,Primates,Hominidae,130000,Reported,Journal of Human Evolution 32: 523-559 (2002),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Gorilla,beringei,NA,130000,1,0,1,0,0,0,0,0,0,0,0,1
193,Gorilla_gorilla,Primates,Hominidae,120950,Reported,Journal of Human Evolution 32: 523-559 (2002),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Gorilla,gorilla,NA,120950,1,0,1,0,0,0,0,0,0,0,0,1
194,Hemitragus_jemlahicus,Cetartiodactyla,Bovidae,35200,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Hemitragus,jemlahicus,NA,35200,3,2,1,0,1,0,0,0,1,0,0,0
195,Hippocamelus_antisensis,Cetartiodactyla,Cervidae,68599.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,2,Y,Hippocamelus,antisensis,NA,68599.4,1,2,1,1,1,0,0,0,0,0,0,0
196,Hippocamelus_bisulcus,Cetartiodactyla,Cervidae,70000.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,2,Y,Hippocamelus,bisulcus,NA,70000.3,1,2,1,1,1,0,0,0,0,0,0,0
197,Hippopotamus_amphibius,Cetartiodactyla,Hippopotamidae,1417490,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,0,Y,Hippopotamus,amphibius,NA,1417490,2,0,1,0,1,1,0,0,0,1,0,0
198,Hippotragus_equinus,Cetartiodactyla,Bovidae,269997.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Hippotragus,equinus,NA,269997.7,3,2,1,0,1,1,0,0,0,0,0,0
199,Hippotragus_niger,Cetartiodactyla,Bovidae,227499.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Hippotragus,niger,NA,227499.3,3,2,1,0,1,1,0,0,0,0,0,0
200,Hoolock_hoolock,Primates,Hylobatidae,6500,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Hoolock,hoolock,NA,6500,1,0,1,0,0,0,0,0,0,0,0,1
201,Hoolock_leuconedys,Primates,Hylobatidae,7200,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",90,0,10,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",0,Imputed,1,0,Y,Hoolock,leuconedys,NA,7200,1,0,1,0,0,0,0,0,0,0,0,1
202,Hydropotes_inermis,Cetartiodactyla,Cervidae,14000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,2,Y,Hydropotes,inermis,NA,14000,1,2,1,1,1,0,0,0,0,0,0,0
203,Hyemoschus_aquaticus,Cetartiodactyla,Tragulidae,10850,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,2,Y,Hyemoschus,aquaticus,NA,10850,1,2,1,1,1,0,0,0,0,0,0,0
204,Hylobates_agilis,Primates,Hylobatidae,5650,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,0,Y,Hylobates,agilis,NA,5650,1,0,1,0,0,0,0,0,0,0,0,1
205,Hylobates_albibarbis,Primates,Hylobatidae,5650,Assumed isometric based on head-body length,Journal of Biogeography 35: 1087-1094 (2008),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,0,Y,Hylobates,albibarbis,NA,5650,1,0,1,0,0,0,0,0,0,0,0,1
206,Hylobates_klossii,Primates,Hylobatidae,5800,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,0,Y,Hylobates,klossii,NA,5800,1,0,1,0,0,0,0,0,0,0,0,1
207,Hylobates_lar,Primates,Hylobatidae,4892,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,0,Y,Hylobates,lar,NA,4892,1,0,1,0,0,0,0,0,0,0,0,1
208,Hylobates_moloch,Primates,Hylobatidae,6500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,0,Y,Hylobates,moloch,NA,6500,1,0,1,0,0,0,0,0,0,0,0,1
209,Hylobates_muelleri,Primates,Hylobatidae,6000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,0,Y,Hylobates,muelleri,NA,6000,1,0,1,0,0,0,0,0,0,0,0,1
210,Hylobates_pileatus,Primates,Hylobatidae,5440,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,0,Y,Hylobates,pileatus,NA,5440,1,0,1,0,0,0,0,0,0,0,0,1
211,Hylochoerus_meinertzhageni,Cetartiodactyla,Suidae,188500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,0,Y,Hylochoerus,meinertzhageni,NA,188500,2,0,2,0,1,1,0,1,0,0,0,0
212,Indri_indri,Primates,Indriidae,8000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,1,Y,Indri,indri,NA,8000,1,1,1,0,0,0,0,0,0,0,0,1
213,Kobus_ellipsiprymnus,Cetartiodactyla,Bovidae,210000.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Kobus,ellipsiprymnus,NA,210000.3,3,2,1,0,1,1,0,0,0,0,0,0
214,Kobus_kob,Cetartiodactyla,Bovidae,78500.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Kobus,kob,NA,78500.1,3,2,1,0,1,1,0,1,0,0,0,0
215,Kobus_leche,Cetartiodactyla,Bovidae,110749,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Kobus,leche,NA,110749,3,2,1,0,1,1,0,1,0,0,0,0
216,Kobus_megaceros,Cetartiodactyla,Bovidae,87500.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Kobus,megaceros,NA,87500.4,3,2,1,0,1,1,0,0,0,0,0,0
217,Kobus_vardonii,Cetartiodactyla,Bovidae,71500.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Kobus,vardonii,NA,71500.7,3,2,1,0,1,1,0,0,0,0,0,0
218,Lagothrix_cana,Primates,Atelidae,6400,Reported,Journal of Mammalogy 44: 213-247 (1963),100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",0,"Oksanen et al., 2019",1,0,Y,Lagothrix,cana,NA,6400,1,0,1,0,0,0,0,0,0,0,0,1
219,Lagothrix_lagotricha,Primates,Atelidae,6788.9,Reported,Journal of Mammalogy 44: 213-247 (1963),90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Lagothrix,lagotricha,NA,6788.9,1,0,1,0,0,0,0,0,0,0,0,1
220,Lagothrix_lugens,Primates,Atelidae,6000,Reported,Journal of Mammalogy 44: 213-247 (1963),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Lagothrix,lugens,NA,6000,1,0,1,0,0,0,0,0,0,0,0,1
